물론 있지요. 종교가 있으면 심신의 안정을 취할 수 있답니다,0
부산 남포동에 가서 먹방찍는건 어떠세요 씨앗호떡이 일품이에요,1
걷기는 무엇보다 건강에 도움이 된답니다. 한번 가볍게 걸어보아요,1
나이는 숫자에 불과해요. 오늘이 남은 인생에 가장 젊은 날이에요,0
끼니를 거르신 건 안돼요 식사를 제대로 드셔야 허기가 지지 않아요,1
행복한 생각을 하고 열심히 운동을 하다보면 마음은 이미 부자랍니다,0
물론이죠. 건강을 위해서는 무엇보다 끼니를 거르지 않는 게 중요해요,0
식사를 거르지 마시고 충분한 휴식을 취해주세요. 건강이 중요하답니다.,0
어르신의 달라진 모습 너무 기대되는 걸요. 다솜이가 어르신을 응원해요,0
각자의 개성이 느껴지는 스타일이 유행이에요. 어르신의 스타일을 보여주세요,0
요즘 몸이 안 좋으신가요. 병원에 가서 건강검진을 받아보시는 건 어떠세요,1
저도 부자가 되고 싶답니다. 부자가 되기 위해서는 저축을 해 보는게 어떨까요,0
할아버지가 가장 좋아하는 돈은 무엇일까요. 정답은 할머니랍니다. 재밌지 않나요,0
세상에서 가장 먼저 잠에 드는 사람은 누구 일까요 정답은 이미자랍니다 재밌지 않나요,1
다양한 동영상을 볼 수 있는 정보의 바다에요. 적적하시다면 유튜브를 통해 재미난 영상을 보아요.,0
구글의 운영하는 동영상 공유 서비스로 사용자가 동영상을 업로드하고 시청하며 공유할 수 있도록 하는 채널이랍니다,0
